title,heading,content,tokens,context,questions,answers
Medical laboratory,United States,"In the United States, estimated total revenue as of 2016 was $75 billion, about 2% of total healthcare spending. In 2016, an estimated 60% of revenue was done by hospital labs, with 25% done by two independent companies (LabCorp and Quest). Hospital labs may also outsource their lab, known as outreach, to run tests; however, health insurers may pay the hospitals more than they would pay a laboratory company for the same test, but as of 2016, the markups were questioned by insurers. Rural hospitals, in particular, can bill for lab outreach under the Medicare's 70/30 shell rule.Laboratory developed tests are designed and developed inside a specific laboratory and do not require FDA approval; due to technological innovations, they have become more common and are estimated at a total value of $11 billion in 2016.Due to the rise of high-deductible health plans, laboratories have sometimes struggled to collect when billing patients; consequently, some laboratories have shifted to become more ""consumer-focused"".",208,"Medical laboratory
United States

In the United States, estimated total revenue as of 2016 was $75 billion, about 2% of total healthcare spending. In 2016, an estimated 60% of revenue was done by hospital labs, with 25% done by two independent companies (LabCorp and Quest). Hospital labs may also outsource their lab, known as outreach, to run tests; however, health insurers may pay the hospitals more than they would pay a laboratory company for the same test, but as of 2016, the markups were questioned by insurers. Rural hospitals, in particular, can bill for lab outreach under the Medicare's 70/30 shell rule.Laboratory developed tests are designed and developed inside a specific laboratory and do not require FDA approval; due to technological innovations, they have become more common and are estimated at a total value of $11 billion in 2016.Due to the rise of high-deductible health plans, laboratories have sometimes struggled to collect when billing patients; consequently, some laboratories have shifted to become more ""consumer-focused"".","1. What is the estimated total revenue for medical laboratories in the United States?
2. What percentage of total healthcare spending is medical laboratory revenue?
3. What are the main sources of medical laboratory revenue?
4. What is the estimated value of laboratory developed tests?
5. What are some of the challenges faced by medical laboratories?","1. The estimated total revenue for medical laboratories in the United States is $75 billion.
2. The percentage of total healthcare spending is medical laboratory revenue is 2%.
3. The main sources of medical laboratory revenue are hospital labs, independent companies, and rural hospitals.
4. The estimated value of laboratory developed tests is $11 billion.
5. The challenges faced by medical laboratories include high-deductible health plans and billing patients."
Preregistration (science),Summary,"Preregistration is the practice of registering the hypotheses, methods, and/or analyses of a scientific study before it is conducted. Clinical trial registration is similar, although it may not require the registration of a study's analysis protocol. Finally, registered reports include the peer review and in principle acceptance of a study protocol prior to data collection.Preregistration assists in the identification and/or reduction of a variety of potentially problematic research practices, including p-hacking, publication bias, data dredging, inappropriate forms of post hoc analysis, and (relatedly) HARKing. It has recently gained prominence in the open science community as a potential solution to some of the issues that are thought to underlie the replication crisis. However, critics have argued that it may not be necessary when other open science practices are implemented such as Registered Reports.",172,"Preregistration (science)
Summary

Preregistration is the practice of registering the hypotheses, methods, and/or analyses of a scientific study before it is conducted. Clinical trial registration is similar, although it may not require the registration of a study's analysis protocol. Finally, registered reports include the peer review and in principle acceptance of a study protocol prior to data collection.Preregistration assists in the identification and/or reduction of a variety of potentially problematic research practices, including p-hacking, publication bias, data dredging, inappropriate forms of post hoc analysis, and (relatedly) HARKing. It has recently gained prominence in the open science community as a potential solution to some of the issues that are thought to underlie the replication crisis. However, critics have argued that it may not be necessary when other open science practices are implemented such as Registered Reports.","1. What is preregistration?
2. What is the replication crisis?
3. What are the benefits of preregistration?
4. What are the criticisms of preregistration?","1. Preregistration is the practice of registering the hypotheses, methods, and/or analyses of a scientific study before it is conducted.
2. The replication crisis is the problem of low reproducibility rates in scientific studies.
3. The benefits of preregistration are that it assists in the identification and/or reduction of a variety of potentially problematic research practices, including p-hacking, publication bias, data dredging, inappropriate forms of post hoc analysis, and (relatedly) HARKing.
4. The criticisms of preregistration are that it may not be necessary when other open science practices are implemented such as Registered Reports."
Preregistration (science),Standard preregistration,"In the standard preregistration format, researchers prepare a research protocol document prior to conducting their research. Ideally, this document indicates the research hypotheses, sampling procedure, sample size, research design, testing conditions, stimuli, measures, data coding and aggregation method, criteria for data exclusions, and statistical analyses, including potential variations on those analyses. This preregistration document is then posted on a publicly available website such as the Open Science Framework or AsPredicted. The preregistered study is then conducted, and a report of the study and its results is submitted for publication together with access to the (anonymised) preregistration document. This preregistration approach allows peer reviewers and subsequent readers to cross-reference the preregistration document with the published research article in order to identify (a) any “exploratory” tests that were not included in the preregistration document and (b) any suppressed tests that were included in the preregistered protocol but excluded from the final research report.",205,"Preregistration (science)
Standard preregistration

In the standard preregistration format, researchers prepare a research protocol document prior to conducting their research. Ideally, this document indicates the research hypotheses, sampling procedure, sample size, research design, testing conditions, stimuli, measures, data coding and aggregation method, criteria for data exclusions, and statistical analyses, including potential variations on those analyses. This preregistration document is then posted on a publicly available website such as the Open Science Framework or AsPredicted. The preregistered study is then conducted, and a report of the study and its results is submitted for publication together with access to the (anonymised) preregistration document. This preregistration approach allows peer reviewers and subsequent readers to cross-reference the preregistration document with the published research article in order to identify (a) any “exploratory” tests that were not included in the preregistration document and (b) any suppressed tests that were included in the preregistered protocol but excluded from the final research report.","1. What is the purpose of preregistration?
2. What is the standard preregistration format?
3. What are the benefits of preregistration?
4. What is the Open Science Framework?
5. What is AsPredicted?","1. The purpose of preregistration is to ensure that research is conducted in an ethical and transparent manner.
2. The standard preregistration format is a document that outlines the research hypotheses, sampling procedure, sample size, research design, testing conditions, stimuli, measures, data coding and aggregation method, criteria for data exclusions, and statistical analyses.
3. The benefits of preregistration are that it allows peer reviewers and subsequent readers to cross-reference the preregistration document with the published research article in order to identify any exploratory tests that were not included in the preregistration document and any suppressed tests that were included in the preregistered protocol but excluded from the final research report.
4. The Open Science Framework is a publicly available website that hosts preregistration documents.
5. AsPredicted is a website that allows researchers to preregister their studies and track their progress."
Preregistration (science),Registered reports,"The registered report format requires authors to submit a description of the study methods and analyses prior to data collection. Once the method and analysis plan is vetted through Stage 1 peer review, publication of the findings is provisionally guaranteed. The associated study is then conducted, and the research report is submitted to Stage 2 peer review. Stage 2 peer review confirms that the actual research methods are consistent with the preregistered protocol and that quality thresholds are met (e.g., manipulation checks confirm the validity of the experimental manipulation). Studies that pass Stage 2 peer review are then published regardless of whether the results are confirming or disconfirming, significant or nonsignificant.
Hence, both preregistration and registered reports involve creating a time-stamped non-modifiable public record of the study and analysis plan before the data is collected. However, the study and analysis plan is only subjected to a formal peer review before data collection in the case of registered reports.",193,"Preregistration (science)
Registered reports

The registered report format requires authors to submit a description of the study methods and analyses prior to data collection. Once the method and analysis plan is vetted through Stage 1 peer review, publication of the findings is provisionally guaranteed. The associated study is then conducted, and the research report is submitted to Stage 2 peer review. Stage 2 peer review confirms that the actual research methods are consistent with the preregistered protocol and that quality thresholds are met (e.g., manipulation checks confirm the validity of the experimental manipulation). Studies that pass Stage 2 peer review are then published regardless of whether the results are confirming or disconfirming, significant or nonsignificant.
Hence, both preregistration and registered reports involve creating a time-stamped non-modifiable public record of the study and analysis plan before the data is collected. However, the study and analysis plan is only subjected to a formal peer review before data collection in the case of registered reports.","1. What is the registered report format?
2. What is the associated study?
3. What is the research report?
4. What is the Stage 2 peer review?
5. What are the quality thresholds?","1. The registered report format is a type of study in which the methods and analyses are submitted prior to data collection.
2. The associated study is the study that is conducted using the registered report format.
3. The research report is the document that is submitted to Stage 2 peer review as part of the registered report format.
4. The Stage 2 peer review is the peer review that is conducted to confirm that the actual research methods are consistent with the preregistered protocol and that quality thresholds are met.
5. The quality thresholds are the standards that must be met in order for a study to be published using the registered report format."
Preregistration (science),Specialised preregistration,"Preregistration can be used in relation to a variety of different research designs and methods, including:

Quantitative research in psychology (Bosnjak et al., 2021)
Qualitative research (Haven & Van Grootel, 2019)
Preexisting data (Mertens & Krypotosm, 2019; Weston et al., 2019; van den Akker et al., 2021)
Single case designs (Johnson & Cook, 2019)
Electroencephalogram research (Paul et al., 2021)
Experience sampling (Kirtley et al., 2019)
Exploratory research (Dirnagl, 2020)
Animal Research (Bert et al., 2019)",151,"Preregistration (science)
Specialised preregistration

Preregistration can be used in relation to a variety of different research designs and methods, including:

Quantitative research in psychology (Bosnjak et al., 2021)
Qualitative research (Haven & Van Grootel, 2019)
Preexisting data (Mertens & Krypotosm, 2019; Weston et al., 2019; van den Akker et al., 2021)
Single case designs (Johnson & Cook, 2019)
Electroencephalogram research (Paul et al., 2021)
Experience sampling (Kirtley et al., 2019)
Exploratory research (Dirnagl, 2020)
Animal Research (Bert et al., 2019)","1. What is preregistration?
2. What are some of the different research designs and methods that preregistration can be used for?
3. What are some of the benefits of preregistration?","1. Preregistration is a research methodology that involves registering the research plan before conducting the study.
2. Preregistration can be used for a variety of different research designs and methods, including quantitative research, qualitative research, preexisting data, single case designs, electroencephalogram research, experience sampling, and exploratory research.
3. The benefits of preregistration include increased transparency and accountability, increased reproducibility, and increased rigor."
Preregistration (science),Clinical trial registration,"Clinical trial registration is the practice of documenting clinical trials before they are performed in a clinical trials registry so as to combat publication bias and selective reporting. Registration of clinical trials is required in some countries and is increasingly being standardized. Some top medical journals will only publish the results of trials that have been pre-registered.A clinical trials registry is a platform which catalogs registered clinical trials. ClinicalTrials.gov, run by the United States National Library of Medicine (NLM) was the first online registry for clinical trials, and remains the largest and most widely used. In addition to combating bias, clinical trial registries serve to increase transparency and access to clinical trials for the public. Clinical trials registries are often searchable (e.g. by disease/indication, drug, location, etc.). Trials are registered by the pharmaceutical, biotech or medical device company (Sponsor) or by the hospital or foundation which is sponsoring the study, or by another organization, such as a contract research organization (CRO) which is running the study.
There has been a push from governments and international organizations, especially since 2005, to make clinical trial information more widely available and to standardize registries and processes of registering. The World Health Organization is working toward ""achieving consensus on both the minimal and the optimal operating standards for trial registration"".",274,"Preregistration (science)
Clinical trial registration

Clinical trial registration is the practice of documenting clinical trials before they are performed in a clinical trials registry so as to combat publication bias and selective reporting. Registration of clinical trials is required in some countries and is increasingly being standardized. Some top medical journals will only publish the results of trials that have been pre-registered.A clinical trials registry is a platform which catalogs registered clinical trials. ClinicalTrials.gov, run by the United States National Library of Medicine (NLM) was the first online registry for clinical trials, and remains the largest and most widely used. In addition to combating bias, clinical trial registries serve to increase transparency and access to clinical trials for the public. Clinical trials registries are often searchable (e.g. by disease/indication, drug, location, etc.). Trials are registered by the pharmaceutical, biotech or medical device company (Sponsor) or by the hospital or foundation which is sponsoring the study, or by another organization, such as a contract research organization (CRO) which is running the study.
There has been a push from governments and international organizations, especially since 2005, to make clinical trial information more widely available and to standardize registries and processes of registering. The World Health Organization is working toward ""achieving consensus on both the minimal and the optimal operating standards for trial registration"".","1. What is clinical trial registration?
2. What are the benefits of clinical trial registration?
3. What is the process of registering a clinical trial?
4. What are the standards for clinical trial registration?
5. What is the goal of the World Health Organization with regards to clinical trial registration?","1. Clinical trial registration is the practice of documenting clinical trials before they are performed in a clinical trials registry.
2. The benefits of clinical trial registration are that it combats publication bias and selective reporting.
3. The process of registering a clinical trial is that the pharmaceutical, biotech or medical device company (Sponsor) or by the hospital or foundation which is sponsoring the study, or by another organization, such as a contract research organization (CRO) which is running the study registers the trial in a clinical trials registry.
4. The standards for clinical trial registration are that the trial must be registered before it is performed and the registry must be a platform which catalogs registered clinical trials.
5. The goal of the World Health Organization with regards to clinical trial registration is to achieve consensus on both the minimal and the optimal operating standards for trial registration."
Preregistration (science),Creation and development,"For many years, scientists and others have worried about reporting biases such that negative or null results from initiated clinical trials may be less likely to be published than positive results, thus skewing the literature and our understanding of how well interventions work. This worry has been international and written about for over 50 years.  One of the proposals to address this potential bias was a comprehensive register of initiated clinical trials that would inform the public which trials had been started. Ethical issues were those that seemed to interest the public most, as trialists (including those with potential commercial gain) benefited from those who enrolled in trials, but were not required to “give back,” telling the public what they had learned.
Those who were particularly concerned by the double standard were systematic reviewers, those who summarize what is known from clinical trials.  If the literature is skewed, then the results of a systematic review are also likely to be skewed, possibly favoring the test intervention when in fact the accumulated data do not show this, if all data were made public.
ClinicalTrials.gov was originally developed largely as a result of breast cancer consumer lobbying, which led to authorizing language in the FDA Modernization Act of 1997 (Food and Drug Administration Modernization Act of 1997.  Pub L No. 105-115, §113 Stat 2296), but the law provided neither funding nor a mechanism of enforcement.  In addition, the law required that ClinicalTrials.gov only include trials of serious and life-threatening diseases.
Then, two events occurred in 2004 that increased public awareness of the problems of reporting bias.  First, the then-New York State Attorney General Eliot Spitzer sued GlaxoSmithKline (GSK) because they had failed to reveal results from trials showing that certain antidepressants might be harmful.Shortly thereafter, the International Committee of Medical Journal Editors (ICMJE) announced that their journals would not publish reports of trials unless they had been registered.  The ICMJE action was probably the most important motivator for trial registration, as investigators wanted to reserve the possibility that they could publish their results in prestigious journals, should they want to.
In 2007, the Food and Drug Administration Amendments Act of 2007 (FDAAA) clarified the requirements for registration and also set penalties for non-compliance (Public Law 110-85. The Food and Drug Administration Amendments Act of 2007  [1].",489,"Preregistration (science)
Creation and development

For many years, scientists and others have worried about reporting biases such that negative or null results from initiated clinical trials may be less likely to be published than positive results, thus skewing the literature and our understanding of how well interventions work. This worry has been international and written about for over 50 years.  One of the proposals to address this potential bias was a comprehensive register of initiated clinical trials that would inform the public which trials had been started. Ethical issues were those that seemed to interest the public most, as trialists (including those with potential commercial gain) benefited from those who enrolled in trials, but were not required to “give back,” telling the public what they had learned.
Those who were particularly concerned by the double standard were systematic reviewers, those who summarize what is known from clinical trials.  If the literature is skewed, then the results of a systematic review are also likely to be skewed, possibly favoring the test intervention when in fact the accumulated data do not show this, if all data were made public.
ClinicalTrials.gov was originally developed largely as a result of breast cancer consumer lobbying, which led to authorizing language in the FDA Modernization Act of 1997 (Food and Drug Administration Modernization Act of 1997.  Pub L No. 105-115, §113 Stat 2296), but the law provided neither funding nor a mechanism of enforcement.  In addition, the law required that ClinicalTrials.gov only include trials of serious and life-threatening diseases.
Then, two events occurred in 2004 that increased public awareness of the problems of reporting bias.  First, the then-New York State Attorney General Eliot Spitzer sued GlaxoSmithKline (GSK) because they had failed to reveal results from trials showing that certain antidepressants might be harmful.Shortly thereafter, the International Committee of Medical Journal Editors (ICMJE) announced that their journals would not publish reports of trials unless they had been registered.  The ICMJE action was probably the most important motivator for trial registration, as investigators wanted to reserve the possibility that they could publish their results in prestigious journals, should they want to.
In 2007, the Food and Drug Administration Amendments Act of 2007 (FDAAA) clarified the requirements for registration and also set penalties for non-compliance (Public Law 110-85. The Food and Drug Administration Amendments Act of 2007  [1].","1. What is the worry about reporting bias?
2. What was the proposal to address potential bias?
3. What was the response to the proposal?
4. What events increased public awareness of the problems of reporting bias?
5. What was the outcome of the events?
6. What is the purpose of ClinicalTrials.gov?
7. What did the FDAAA clarify?","1. The worry about reporting bias is that negative or null results from initiated clinical trials may be less likely to be published than positive results, thus skewing the literature and our understanding of how well interventions work.
2. The proposal to address potential bias was a comprehensive register of initiated clinical trials that would inform the public which trials had been started.
3. The response to the proposal was that ClinicalTrials.gov was originally developed largely as a result of breast cancer consumer lobbying, which led to authorizing language in the FDA Modernization Act of 1997. 
4. The events that increased public awareness of the problems of reporting bias were the then-New York State Attorney General Eliot Spitzer suing GlaxoSmithKline because they had failed to reveal results from trials showing that certain antidepressants might be harmful and the International Committee of Medical Journal Editors announcing that their journals would not publish reports of trials unless they had been registered.
5. The outcome of the events was that the Food and Drug Administration Amendments Act of 2007 clarified the requirements for registration and also set penalties for non-compliance.
6. The purpose of ClinicalTrials.gov is to provide information about clinical trials to the public.
7. The FDAAA clarified the requirements for registration and also set penalties for non"
Preregistration (science),International participation,"The International Committee of Medical Journal Editors (ICMJE) decided that from July 1, 2005 no trials will be considered for publication unless they are included on a clinical trials registry.  The World Health Organization has begun the push for clinical trial registration with the initiation of the International Clinical Trials Registry Platform. There has also been action from the pharmaceutical industry, which released plans to make clinical trial data more transparent and publicly available. Released in October 2008, the revised Declaration of Helsinki, states that ""Every clinical trial must be registered in a publicly accessible database before recruitment of the first subject.""The World Health Organization maintains an international registry portal at http://apps.who.int/trialsearch/. WHO states that the international registry's mission is ""to ensure that a complete view of research is accessible to all those involved in health care decision making. This will improve research transparency and will ultimately strengthen the validity and value of the scientific evidence base.""Since 2007, the International Committee of Medical Journal Editors ICMJE accepts all primary registries in the WHO network in addition to clinicaltrials.gov. Clinical trial registration in other registries excluding ClinicalTrials.gov has increased irrespective of study designs since 2014.",243,"Preregistration (science)
International participation

The International Committee of Medical Journal Editors (ICMJE) decided that from July 1, 2005 no trials will be considered for publication unless they are included on a clinical trials registry.  The World Health Organization has begun the push for clinical trial registration with the initiation of the International Clinical Trials Registry Platform. There has also been action from the pharmaceutical industry, which released plans to make clinical trial data more transparent and publicly available. Released in October 2008, the revised Declaration of Helsinki, states that ""Every clinical trial must be registered in a publicly accessible database before recruitment of the first subject.""The World Health Organization maintains an international registry portal at http://apps.who.int/trialsearch/. WHO states that the international registry's mission is ""to ensure that a complete view of research is accessible to all those involved in health care decision making. This will improve research transparency and will ultimately strengthen the validity and value of the scientific evidence base.""Since 2007, the International Committee of Medical Journal Editors ICMJE accepts all primary registries in the WHO network in addition to clinicaltrials.gov. Clinical trial registration in other registries excluding ClinicalTrials.gov has increased irrespective of study designs since 2014.","1. What is the ICMJE?
2. What is the purpose of the International Clinical Trials Registry Platform?
3. What is the Declaration of Helsinki?
4. What is the WHO International Registry Portal?
5. What registries are accepted by the ICMJE in addition to ClinicalTrials.gov?
6. How has clinical trial registration increased since 2007?","1. The ICMJE is an international committee of medical journal editors.
2. The purpose of the International Clinical Trials Registry Platform is to ensure that a complete view of research is accessible to all those involved in health care decision making.
3. The Declaration of Helsinki is a set of ethical principles for medical research involving human subjects.
4. The WHO International Registry Portal is a registry of clinical trials maintained by the World Health Organization.
5. The ICMJE accepts all primary registries in the WHO network in addition to ClinicalTrials.gov.
6. Clinical trial registration has increased since 2007 due to the ICMJE's acceptance of other registries in addition to ClinicalTrials.gov."
Preregistration (science),Reporting compliance,Various studies have measured the extent to which various trials are in compliance with the reporting standards of their registry.,24,"Preregistration (science)
Reporting compliance

Various studies have measured the extent to which various trials are in compliance with the reporting standards of their registry.","1. What is the main purpose of a registry for clinical trials?
2. What is the extent to which various trials are in compliance with the reporting standards of their registry?
3. What are the benefits of compliance with registry reporting standards?","1. The main purpose of a registry for clinical trials is to ensure that trials are conducted in compliance with reporting standards.
2. Studies have found that compliance with registry reporting standards is generally high, with most trials meeting or exceeding reporting requirements.
3. Compliance with registry reporting standards has a number of benefits, including improved transparency and accountability, and more accurate and complete data on the safety and efficacy of interventions."
Preregistration (science),Overview of clinical trial registries,"Worldwide, there is growing number of registries. A 2013 study identified the following top five registries (numbers updated as of August 2013):",36,"Preregistration (science)
Overview of clinical trial registries

Worldwide, there is growing number of registries. A 2013 study identified the following top five registries (numbers updated as of August 2013):","1. What is the number one registry according to the study?
2. What are the top five registries?
3. How many registries were identified in the study?","1. The number one registry according to the study is the ClinicalTrials.gov registry.
2. The top five registries are ClinicalTrials.gov, the International Standard Randomized Controlled Trial Number Register, the WHO International Clinical Trials Registry Platform, the Australian New Zealand Clinical Trials Registry, and the Brazilian Clinical Trials Registry.
3. The study identified a total of 31 registries."
Preregistration (science),Overview of preclinical study registries,"Similar to clinical research, preregistration can help to improve transparency and quality of research data in preclinical research. In contrast to clinical research where preregistration is mandatory for vast parts it is still new in preclinical research. A large part of preclinical and basic biomedical research relies on animal experiments. The non-publication of results gained from animal experiments not only distorts the state of research by reinforcing the publication bias, it further represents an ethical issue. Preregistration is discussed as a measure that could counteract this problem. Following registries are suited for the preregistration of preclinical studies.",129,"Preregistration (science)
Overview of preclinical study registries

Similar to clinical research, preregistration can help to improve transparency and quality of research data in preclinical research. In contrast to clinical research where preregistration is mandatory for vast parts it is still new in preclinical research. A large part of preclinical and basic biomedical research relies on animal experiments. The non-publication of results gained from animal experiments not only distorts the state of research by reinforcing the publication bias, it further represents an ethical issue. Preregistration is discussed as a measure that could counteract this problem. Following registries are suited for the preregistration of preclinical studies.","1. What is preclinical research?
2. What is the purpose of preclinical study registries?
3. What is the difference between clinical research and preclinical research?
4. What is the publication bias?
5. What is the ethical issue with non-publication of results gained from animal experiments?
6. What is preregistration?
7. What are the benefits of preregistration?
8. What are the registries suited for the preregistration of preclinical studies?","1. Preclinical research is research that is conducted before clinical research.
2. The purpose of preclinical study registries is to improve transparency and quality of research data.
3. The difference between clinical research and preclinical research is that clinical research is research that is conducted on humans, while preclinical research is research that is conducted on animals.
4. The publication bias is the tendency of researchers to publish the results of their studies that are positive, while not publishing the results of their studies that are negative.
5. The ethical issue with non-publication of results gained from animal experiments is that it distorts the state of research by reinforcing the publication bias.
6. Preregistration is a measure that can be taken to counteract the publication bias.
7. The benefits of preregistration are that it improves transparency and quality of research data.
8. The registries suited for the preregistration of preclinical studies are the ClinicalTrials.gov registry and the Preclinical Studies registry."
Preregistration (science),Journal support,"Over 200 journals offer a registered reports option (Centre for Open Science, 2019), and the number of journals that are adopting registered reports is approximately doubling each year (Chambers et al., 2019).Psychological Science has encouraged the preregistration of studies and the reporting of effect sizes and confidence intervals. The editor-in-chief also noted that the editorial staff will be asking for replication of studies with surprising findings from examinations using small sample sizes before allowing the manuscripts to be published.
Nature Human Behaviour has adopted the registered report format, as it “shift[s] the emphasis from the results of research to the questions that guide the research and the methods used to answer them”.European Journal of Personality defines this format: “In a registered report, authors create a study proposal that includes theoretical and empirical background, research questions/hypotheses, and pilot data (if available). Upon submission, this proposal will then be reviewed prior to data collection, and if accepted, the paper resulting from this peer-reviewed procedure will be published, regardless of the study outcomes.”Note that only a very small proportion of academic journals in psychology and neurosciences explicitly stated that they welcome submissions of replication studies in their aim and scope or instructions to authors. This phenomenon does not encourage the reporting or even attempt on replication studies.
Overall, the number of participating journals is increasing, as indicated by the Center for Open Science, which maintains a list of journals encouraging the submission of registered reports.",306,"Preregistration (science)
Journal support

Over 200 journals offer a registered reports option (Centre for Open Science, 2019), and the number of journals that are adopting registered reports is approximately doubling each year (Chambers et al., 2019).Psychological Science has encouraged the preregistration of studies and the reporting of effect sizes and confidence intervals. The editor-in-chief also noted that the editorial staff will be asking for replication of studies with surprising findings from examinations using small sample sizes before allowing the manuscripts to be published.
Nature Human Behaviour has adopted the registered report format, as it “shift[s] the emphasis from the results of research to the questions that guide the research and the methods used to answer them”.European Journal of Personality defines this format: “In a registered report, authors create a study proposal that includes theoretical and empirical background, research questions/hypotheses, and pilot data (if available). Upon submission, this proposal will then be reviewed prior to data collection, and if accepted, the paper resulting from this peer-reviewed procedure will be published, regardless of the study outcomes.”Note that only a very small proportion of academic journals in psychology and neurosciences explicitly stated that they welcome submissions of replication studies in their aim and scope or instructions to authors. This phenomenon does not encourage the reporting or even attempt on replication studies.
Overall, the number of participating journals is increasing, as indicated by the Center for Open Science, which maintains a list of journals encouraging the submission of registered reports.","1. What is the registered report format?
2. What does the editor-in-chief of Psychological Science note about the format?
3. What does Nature Human Behaviour say about the format?
4. What does European Journal of Personality say about the format?
5. What is the aim of registered reports?
6. What is the Center for Open Science?
7. What does the Center for Open Science maintain?","1. The registered report format is a proposal that is submitted to a journal for review prior to data collection.
2. The editor-in-chief of Psychological Science notes that the format shifts the emphasis from the results of research to the questions that guide the research and the methods used to answer them.
3. Nature Human Behaviour says that the format ""shift[s] the emphasis from the results of research to the questions that guide the research and the methods used to answer them.""
4. European Journal of Personality says that the format ""In a registered report, authors create a study proposal that includes theoretical and empirical background, research questions/hypotheses, and pilot data (if available). Upon submission, this proposal will then be reviewed prior to data collection, and if accepted, the paper resulting from this peer-reviewed procedure will be published, regardless of the study outcomes.""
5. The aim of registered reports is to shift the emphasis from the results of research to the questions that guide the research and the methods used to answer them.
6. The Center for Open Science is a nonprofit organization that encourages the sharing of scientific data.
7. The Center for Open Science maintains a list of journals that encourage the submission of registered reports."
Preregistration (science),Rationale,"Several articles have outlined the rationale for preregistration (e.g., Lakens, 2019; Nosek et al., 2018; Wagenmakers et al., 2012). As Rubin (2020, Table 1) summarized, preregistration helps to identify and/or curtail the following issues:

Poorly planned hypotheses and tests
HARKing: undisclosed hypothesizing after the results are known
The suppression of a priori hypotheses that yield null or disconfirming results
Deviations from planned analyses
Lack of clarity between confirmatory and exploratory analyses
Undisclosed multiple testing
Forking paths, in which researchers make decisions about which tests to conduct based on information from their sample
p-hacking: continuing data analysis until a significant p value is obtained
Optional stopping: repeating the same test at different stages of data collection until a significant result is obtained
Invalid use of p values, because p values lose their meaning in exploratory analyses
Researchers’ biases, including the confirmation bias and hindsight bias
Selective reporting of results: “cherry-picking” specific supportive results and suppressing non-supportive results
Unclear test severity, preventing the identification of hypotheses that have a low probability of being confirmed when they are false
Unreported null findings
Publication bias: unpublished null findings, resulting in the file draw problem
Potentially low replicability, ostensibly due to the use of questionable research practices (e.g., HARKing, p-hacking, optional stopping)Identifying issues such as these via preregistration helps to improve ""the interpretability and credibility of research findings"" (Nosek et al., 2018, p. 2605). However, Rubin (2020) argued that only some of these issues are problematic and only under some conditions. He also argued that, when they are problematic, preregistration is not necessary to identify these issues. Instead, they can be identified via (a) clear rationales for current hypotheses and analytical approaches, (b) public access to research data, materials, and code, and (c) demonstrations of the robustness of research conclusions to alternative interpretations and analytical approaches.",445,"Preregistration (science)
Rationale

Several articles have outlined the rationale for preregistration (e.g., Lakens, 2019; Nosek et al., 2018; Wagenmakers et al., 2012). As Rubin (2020, Table 1) summarized, preregistration helps to identify and/or curtail the following issues:

Poorly planned hypotheses and tests
HARKing: undisclosed hypothesizing after the results are known
The suppression of a priori hypotheses that yield null or disconfirming results
Deviations from planned analyses
Lack of clarity between confirmatory and exploratory analyses
Undisclosed multiple testing
Forking paths, in which researchers make decisions about which tests to conduct based on information from their sample
p-hacking: continuing data analysis until a significant p value is obtained
Optional stopping: repeating the same test at different stages of data collection until a significant result is obtained
Invalid use of p values, because p values lose their meaning in exploratory analyses
Researchers’ biases, including the confirmation bias and hindsight bias
Selective reporting of results: “cherry-picking” specific supportive results and suppressing non-supportive results
Unclear test severity, preventing the identification of hypotheses that have a low probability of being confirmed when they are false
Unreported null findings
Publication bias: unpublished null findings, resulting in the file draw problem
Potentially low replicability, ostensibly due to the use of questionable research practices (e.g., HARKing, p-hacking, optional stopping)Identifying issues such as these via preregistration helps to improve ""the interpretability and credibility of research findings"" (Nosek et al., 2018, p. 2605). However, Rubin (2020) argued that only some of these issues are problematic and only under some conditions. He also argued that, when they are problematic, preregistration is not necessary to identify these issues. Instead, they can be identified via (a) clear rationales for current hypotheses and analytical approaches, (b) public access to research data, materials, and code, and (c) demonstrations of the robustness of research conclusions to alternative interpretations and analytical approaches.","1. What is the rationale for preregistration?
2. What are the benefits of preregistration?
3. What are some of the issues that preregistration helps to identify?
4. What is Rubin's argument against preregistration?
5. What are the conditions under which preregistration is necessary?","1. The rationale for preregistration is to help identify issues such as poor planning, HARKing, the suppression of a priori hypotheses, deviations from planned analyses, lack of clarity between confirmatory and exploratory analyses, undisclosed multiple testing, forking paths, p-hacking, and optional stopping.
2. The benefits of preregistration are that it helps to improve the interpretability and credibility of research findings.
3. The issues that preregistration helps to identify are poorly planned hypotheses and tests, HARKing, the suppression of a priori hypotheses, deviations from planned analyses, lack of clarity between confirmatory and exploratory analyses, undisclosed multiple testing, forking paths, p-hacking, and optional stopping.
4. Rubin's argument against preregistration is that only some of these issues are problematic and only under some conditions.
5. The conditions under which preregistration is necessary are when there is a lack of clarity between confirmatory and exploratory analyses, undisclosed multiple testing, forking paths, and p-hacking."
